,,,,,timestamp,ship_status,vendor,vendor_site,product_webpage,delivery_type,product_description,product_model,product_id,delivary_status,code,currency,price,tax_rate,shipping_charges,notes,city,state,zip_code,country_code
900,4/13/2018 20:00,112-3618752-2933841,112-3618752-2933841,20180407,2018-04-08T15:59:07+00:00,Shipped,Amazon,Amazon.com,amazon.com/dp/B07B17JJZR,SecondDay,Majide Ultra Thin JUUL Vapor Case with 3-in-1 Protection Technology and Hybrid Drop Protection - Never Lose Your JUUL Again! - Black,Majide-Juul-Black,B07B17JJZR,Shipped,1,USD,9.99,NULL,NULL,NULL,WILMINGTON,DE,19803-3412,US
901,4/13/2018 20:00,112-0433366-8728267,112-0433366-8728267,20180407,2018-04-08T20:56:23+00:00,Shipped,Amazon,Amazon.com,amazon.com/dp/B07B17JJZR,SecondDay,Majide Ultra Thin JUUL Vapor Case with 3-in-1 Protection Technology and Hybrid Drop Protection - Never Lose Your JUUL Again! - Black,Majide-Juul-Black,B07B17JJZR,Shipped,1,USD,9.99,NULL,NULL,NULL,Staten Island,NY,10314,US
902,4/13/2018 20:00,112-7862464-0001847,112-7862464-0001847,20180407,2018-04-08T23:29:35+00:00,Shipped,Amazon,Amazon.com,amazon.com/dp/B07B17JJZR,SecondDay,Majide Ultra Thin JUUL Vapor Case with 3-in-1 Protection Technology and Hybrid Drop Protection - Never Lose Your JUUL Again! - Black,Majide-Juul-Black,B07B17JJZR,Shipped,1,USD,9.99,NULL,10.99,NULL,GRANBURY,TX,76049-8249,US
903,4/13/2018 20:00,114-6416101-9374600,114-6416101-9374600,20180407,2018-04-08T19:34:08+00:00,Shipped,Amazon,Amazon.com,amazon.com/dp/B07B1235MH,SecondDay,Majide Ultra Thin JUUL Vapor Case with 3-in-1 Protection Technology and Hybrid Drop Protection - Never Lose Your JUUL Again! - Pink,Majide-Juul-Pink,B07B1235MH,Shipped,1,USD,9.99,NULL,NULL,NULL,WARWICK,NY,10990-3857,US
904,4/13/2018 20:00,114-6416101-9374600,114-6416101-9374600,20180407,2018-04-08T19:34:08+00:00,Shipped,Amazon,Amazon.com,amazon.com/dp/B07B1KND2Z,SecondDay,Majide Ultra Thin JUUL Vapor Case with 3-in-1 Protection Technology and Hybrid Drop Protection - Never Lose Your JUUL Again! - Red,Majide-Juul-Red,B07B1KND2Z,Shipped,1,USD,9.99,NULL,NULL,NULL,WARWICK,NY,10990-3857,US
905,4/13/2018 20:00,112-9738851-3607418,112-9738851-3607418,20180407,2018-04-08T00:21:11+00:00,Shipped,Amazon,Amazon.com,amazon.com/dp/B07B1235MH,SecondDay,Majide Ultra Thin JUUL Vapor Case with 3-in-1 Protection Technology and Hybrid Drop Protection - Never Lose Your JUUL Again! - Pink,Majide-Juul-Pink,B07B1235MH,Shipped,1,USD,9.99,NULL,NULL,NULL,AUSTIN,TX,78751-2556,US
906,4/13/2018 20:00,112-8904462-8914649,112-8904462-8914649,20180407,2018-04-08T04:17:07+00:00,Shipped,Amazon,Amazon.com,amazon.com/dp/B07B17JJZR,SecondDay,Majide Ultra Thin JUUL Vapor Case with 3-in-1 Protection Technology and Hybrid Drop Protection - Never Lose Your JUUL Again! - Black,Majide-Juul-Black,B07B17JJZR,Shipped,1,USD,9.99,NULL,NULL,NULL,Crown Point,IN,46307,US
907,4/13/2018 20:00,113-4422851-8727419,113-4422851-8727419,20180407,2018-04-08T10:24:07+00:00,Shipped,Amazon,Amazon.com,amazon.com/dp/B07B1KWQH2,SecondDay,Majide Ultra Thin JUUL Vapor Case with 3-in-1 Protection Technology and Hybrid Drop Protection - Never Lose Your JUUL Again! - Tiffany Blue,Majide-Juul-Tiffany-Blue,B07B1KWQH2,Shipped,1,USD,9.99,NULL,NULL,NULL,SHREVEPORT,LA,71106-1827,US
908,4/13/2018 20:00,114-3014692-1981033,114-3014692-1981033,20180407,2018-04-08T12:02:11+00:00,Shipped,Amazon,Amazon.com,amazon.com/dp/B07B1KND2Z,SecondDay,Majide Ultra Thin JUUL Vapor Case with 3-in-1 Protection Technology and Hybrid Drop Protection - Never Lose Your JUUL Again! - Red,Majide-Juul-Red,B07B1KND2Z,Shipped,1,USD,9.99,NULL,NULL,NULL,RICHMOND,VA,23223-6990,US
909,4/13/2018 20:00,111-4980815-7551439,111-4980815-7551439,20180407,2018-04-12T00:36:13+00:00,Shipped,Amazon,Amazon.com,amazon.com/dp/B07B17JJZR,SecondDay,Majide Ultra Thin JUUL Vapor Case with 3-in-1 Protection Technology and Hybrid Drop Protection - Never Lose Your JUUL Again! - Black,Majide-Juul-Black,B07B17JJZR,Shipped,1,USD,9.99,NULL,NULL,NULL,UPPER MARLBORO,MD,20772-6332,US
910,4/13/2018 20:00,114-6153920-6076212,114-6153920-6076212,20180407,2018-04-09T19:32:28+00:00,Shipped,Amazon,Amazon.com,amazon.com/dp/B07B1235MH,SecondDay,Majide Ultra Thin JUUL Vapor Case with 3-in-1 Protection Technology and Hybrid Drop Protection - Never Lose Your JUUL Again! - Pink,Majide-Juul-Pink,B07B1235MH,Shipped,1,USD,9.99,NULL,NULL,NULL,Glendora,CA,91740,US
911,4/13/2018 20:00,112-3951540-4365051,112-3951540-4365051,20180407,2018-04-08T08:28:07+00:00,Shipped,Amazon,Amazon.com,amazon.com/dp/B07B1235MH,SecondDay,Majide Ultra Thin JUUL Vapor Case with 3-in-1 Protection Technology and Hybrid Drop Protection - Never Lose Your JUUL Again! - Pink,Majide-Juul-Pink,B07B1235MH,Shipped,1,USD,9.99,NULL,NULL,NULL,SALEM,OR,97301-2470,US
912,4/13/2018 20:00,111-0241825-2278647,111-0241825-2278647,20180407,2018-04-10T02:54:07+00:00,Shipped,Amazon,Amazon.com,amazon.com/dp/B07B1KWQH2,SecondDay,Majide Ultra Thin JUUL Vapor Case with 3-in-1 Protection Technology and Hybrid Drop Protection - Never Lose Your JUUL Again! - Tiffany Blue,Majide-Juul-Tiffany-Blue,B07B1KWQH2,Shipped,1,USD,9.99,NULL,NULL,NULL,CORNELIUS,OR,97113-6429,US
913,4/13/2018 20:00,114-8112107-8542652,114-8112107-8542652,20180407,2018-04-08T12:22:14+00:00,Shipped,Amazon,Amazon.com,amazon.com/dp/B07B1KWQH2,SecondDay,Majide Ultra Thin JUUL Vapor Case with 3-in-1 Protection Technology and Hybrid Drop Protection - Never Lose Your JUUL Again! - Tiffany Blue,Majide-Juul-Tiffany-Blue,B07B1KWQH2,Shipped,1,USD,9.99,NULL,NULL,NULL,Miller Place,NY,11764,US
914,4/13/2018 20:00,114-8112107-8542652,114-8112107-8542652,20180407,2018-04-08T12:22:14+00:00,Shipped,Amazon,Amazon.com,amazon.com/dp/B07B17ZRJ1,SecondDay,Majide Ultra Thin JUUL Vapor Case with 3-in-1 Protection Technology and Hybrid Drop Protection - Never Lose Your JUUL Again! - Grey,Majide-Juul-Grey,B07B17ZRJ1,Shipped,1,USD,9.99,NULL,NULL,NULL,Miller Place,NY,11764,US
915,4/13/2018 20:00,114-9594545-7289817,114-9594545-7289817,20180407,2018-04-08T01:06:22+00:00,Shipped,Amazon,Amazon.com,amazon.com/dp/B07B1KND2Z,SecondDay,Majide Ultra Thin JUUL Vapor Case with 3-in-1 Protection Technology and Hybrid Drop Protection - Never Lose Your JUUL Again! - Red,Majide-Juul-Red,B07B1KND2Z,Shipped,1,USD,9.99,NULL,NULL,NULL,NEW YORK,NY,10016-6339,US
916,4/13/2018 20:00,114-0022459-2763423,114-0022459-2763423,20180407,2018-04-08T07:18:36+00:00,Shipped,Amazon,Amazon.com,amazon.com/dp/B07B1KWQH2,SecondDay,Majide Ultra Thin JUUL Vapor Case with 3-in-1 Protection Technology and Hybrid Drop Protection - Never Lose Your JUUL Again! - Tiffany Blue,Majide-Juul-Tiffany-Blue,B07B1KWQH2,Shipped,1,USD,9.99,NULL,NULL,NULL,MANITOWOC,WI,54220-4219,US
917,4/13/2018 20:00,113-9245004-8996264,113-9245004-8996264,20180407,2018-04-07T07:12:22+00:00,Shipped,Amazon,Amazon.com,amazon.com/dp/B07B1G61VF,Expedited,Majide Ultra Thin JUUL Vapor Case with 3-in-1 Protection Technology and Hybrid Drop Protection - Never Lose Your JUUL Again! - Yellow,Majide-Juul-Yellow,B07B1G61VF,Shipped,1,USD,9.99,NULL,2,2,CHICAGO,IL,60626-1748,US
918,4/13/2018 20:00,112-6232691-9791443,112-6232691-9791443,20180407,2018-04-07T03:54:59+00:00,Cancelled,Amazon,Amazon.com,amazon.com/dp/B07B1KND2Z,SecondDay,Majide Ultra Thin JUUL Vapor Case with 3-in-1 Protection Technology and Hybrid Drop Protection - Never Lose Your JUUL Again! - Red,Majide-Juul-Red,B07B1KND2Z,Cancelled,0,NULL,NULL,NULL,NULL,NULL,Arnold,Md,21012,US
919,4/13/2018 20:00,111-2070098-0457846,111-2070098-0457846,20180407,2018-04-08T20:38:16+00:00,Shipped,Amazon,Amazon.com,amazon.com/dp/B07B1235MH,Standard,Majide Ultra Thin JUUL Vapor Case with 3-in-1 Protection Technology and Hybrid Drop Protection - Never Lose Your JUUL Again! - Pink,Majide-Juul-Pink,B07B1235MH,Shipped,1,USD,9.99,NULL,3.12,NULL,Garfield Heights,Ohio,44125,US
920,4/13/2018 20:00,113-8575759-3131446,113-8575759-3131446,20180407,2018-04-08T19:36:40+00:00,Shipped,Amazon,Amazon.com,amazon.com/dp/B07B1KWQH2,SecondDay,Majide Ultra Thin JUUL Vapor Case with 3-in-1 Protection Technology and Hybrid Drop Protection - Never Lose Your JUUL Again! - Tiffany Blue,Majide-Juul-Tiffany-Blue,B07B1KWQH2,Shipped,1,USD,9.99,NULL,NULL,NULL,FORT WORTH,TX,76131-3541,US
921,4/13/2018 20:00,113-8575759-3131446,113-8575759-3131446,20180407,2018-04-08T19:36:40+00:00,Shipped,Amazon,Amazon.com,amazon.com/dp/B07B1G61VF,SecondDay,Majide Ultra Thin JUUL Vapor Case with 3-in-1 Protection Technology and Hybrid Drop Protection - Never Lose Your JUUL Again! - Yellow,Majide-Juul-Yellow,B07B1G61VF,Shipped,1,USD,9.99,NULL,NULL,NULL,FORT WORTH,TX,76131-3541,US
922,4/13/2018 20:00,114-8693835-5408252,114-8693835-5408252,20180407,2018-04-07T09:34:05+00:00,Shipped,Amazon,Amazon.com,amazon.com/dp/B07B1KWQH2,SecondDay,Majide Ultra Thin JUUL Vapor Case with 3-in-1 Protection Technology and Hybrid Drop Protection - Never Lose Your JUUL Again! - Tiffany Blue,Majide-Juul-Tiffany-Blue,B07B1KWQH2,Shipped,1,USD,9.99,NULL,NULL,NULL,HERTFORD,NC,27944-8827,US
923,4/13/2018 20:00,112-2611327-3103439,112-2611327-3103439,20180407,2018-04-07T06:29:12+00:00,Shipped,Amazon,Amazon.com,amazon.com/dp/B07B17JJZR,SecondDay,Majide Ultra Thin JUUL Vapor Case with 3-in-1 Protection Technology and Hybrid Drop Protection - Never Lose Your JUUL Again! - Black,Majide-Juul-Black,B07B17JJZR,Shipped,1,USD,9.99,NULL,NULL,NULL,SAN DIEGO,CA,92110-5745,US
924,4/13/2018 20:00,111-3800154-6106631,111-3800154-6106631,20180407,2018-04-09T20:15:10+00:00,Shipped,Amazon,Amazon.com,amazon.com/dp/B07B1KWQH2,Standard,Majide Ultra Thin JUUL Vapor Case with 3-in-1 Protection Technology and Hybrid Drop Protection - Never Lose Your JUUL Again! - Tiffany Blue,Majide-Juul-Tiffany-Blue,B07B1KWQH2,Shipped,1,USD,9.99,NULL,5.99,NULL,GODWIN,NC,28344-8990,US
925,4/13/2018 20:00,113-0044873-4821012,113-0044873-4821012,20180406,2018-04-10T19:06:13+00:00,Shipped,Amazon,Amazon.com,amazon.com/dp/B07B173SNB,Standard,Majide Ultra Thin JUUL Vapor Case with 3-in-1 Protection Technology and Hybrid Drop Protection - Never Lose Your JUUL Again! - Blue,Majide-Juul-Blue,B07B173SNB,Shipped,1,USD,9.99,NULL,2.99,NULL,COSTA MESA,CA,92627-2050,US
926,4/13/2018 20:00,113-0044873-4821012,113-0044873-4821012,20180406,2018-04-10T19:06:13+00:00,Shipped,Amazon,Amazon.com,amazon.com/dp/B07B1KWQH2,Standard,Majide Ultra Thin JUUL Vapor Case with 3-in-1 Protection Technology and Hybrid Drop Protection - Never Lose Your JUUL Again! - Tiffany Blue,Majide-Juul-Tiffany-Blue,B07B1KWQH2,Shipped,1,USD,9.99,NULL,3,NULL,COSTA MESA,CA,92627-2050,US
927,4/13/2018 20:00,112-1600324-9367442,112-1600324-9367442,20180406,2018-04-08T09:20:31+00:00,Shipped,Amazon,Amazon.com,amazon.com/dp/B07B1KWQH2,Standard,Majide Ultra Thin JUUL Vapor Case with 3-in-1 Protection Technology and Hybrid Drop Protection - Never Lose Your JUUL Again! - Tiffany Blue,Majide-Juul-Tiffany-Blue,B07B1KWQH2,Shipped,1,USD,9.99,NULL,2.99,NULL,PORT ST LUCIE,FL,34984-6220,US
928,4/13/2018 20:00,112-1600324-9367442,112-1600324-9367442,20180406,2018-04-08T09:20:31+00:00,Shipped,Amazon,Amazon.com,amazon.com/dp/B07B17JJZR,Standard,Majide Ultra Thin JUUL Vapor Case with 3-in-1 Protection Technology and Hybrid Drop Protection - Never Lose Your JUUL Again! - Black,Majide-Juul-Black,B07B17JJZR,Shipped,1,USD,9.99,NULL,3,NULL,PORT ST LUCIE,FL,34984-6220,US
929,4/13/2018 20:00,114-5991129-4885844,114-5991129-4885844,20180406,2018-04-08T00:01:03+00:00,Shipped,Amazon,Amazon.com,amazon.com/dp/B07B17JJZR,Standard,Majide Ultra Thin JUUL Vapor Case with 3-in-1 Protection Technology and Hybrid Drop Protection - Never Lose Your JUUL Again! - Black,Majide-Juul-Black,B07B17JJZR,Shipped,1,USD,9.99,NULL,5.99,NULL,CARBONDALE,CO,81623-1871,US
930,4/13/2018 20:00,113-7315690-2963465,113-7315690-2963465,20180406,2018-04-07T03:03:27+00:00,Shipped,Amazon,Amazon.com,amazon.com/dp/B07B1KWQH2,SecondDay,Majide Ultra Thin JUUL Vapor Case with 3-in-1 Protection Technology and Hybrid Drop Protection - Never Lose Your JUUL Again! - Tiffany Blue,Majide-Juul-Tiffany-Blue,B07B1KWQH2,Shipped,1,USD,9.99,NULL,NULL,NULL,WESLEY CHAPEL,FL,33543-6401,US
931,4/13/2018 20:00,112-7770579-0648230,112-7770579-0648230,20180406,2018-04-09T03:56:55+00:00,Shipped,Amazon,Amazon.com,amazon.com/dp/B07B17JJZR,SecondDay,Majide Ultra Thin JUUL Vapor Case with 3-in-1 Protection Technology and Hybrid Drop Protection - Never Lose Your JUUL Again! - Black,Majide-Juul-Black,B07B17JJZR,Shipped,1,USD,9.99,NULL,NULL,NULL,SUNNY ISLES BEACH,FL,33160-4666,US
932,4/13/2018 20:00,114-0324853-6692254,114-0324853-6692254,20180406,2018-04-07T18:35:18+00:00,Shipped,Amazon,Amazon.com,amazon.com/dp/B07B17ZRJ1,SecondDay,Majide Ultra Thin JUUL Vapor Case with 3-in-1 Protection Technology and Hybrid Drop Protection - Never Lose Your JUUL Again! - Grey,Majide-Juul-Grey,B07B17ZRJ1,Shipped,1,USD,9.99,NULL,NULL,NULL,Thibodaux,LA,70301,US
933,4/13/2018 20:00,114-6519913-9811437,114-6519913-9811437,20180406,2018-04-07T21:57:04+00:00,Shipped,Amazon,Amazon.com,amazon.com/dp/B07B1KND2Z,SecondDay,Majide Ultra Thin JUUL Vapor Case with 3-in-1 Protection Technology and Hybrid Drop Protection - Never Lose Your JUUL Again! - Red,Majide-Juul-Red,B07B1KND2Z,Shipped,1,USD,9.99,NULL,NULL,NULL,MIAMI,FL,33198-1534,US
934,4/13/2018 20:00,114-0259973-3169821,114-0259973-3169821,20180406,2018-04-08T05:53:59+00:00,Shipped,Amazon,Amazon.com,amazon.com/dp/B07B17JJZR,Standard,Majide Ultra Thin JUUL Vapor Case with 3-in-1 Protection Technology and Hybrid Drop Protection - Never Lose Your JUUL Again! - Black,Majide-Juul-Black,B07B17JJZR,Shipped,1,USD,9.99,NULL,2.99,NULL,Apex,NC,27523,US
935,4/13/2018 20:00,113-9269683-0075412,113-9269683-0075412,20180406,2018-04-07T06:22:58+00:00,Shipped,Amazon,Amazon.com,amazon.com/dp/B07B17ZRJ1,SecondDay,Majide Ultra Thin JUUL Vapor Case with 3-in-1 Protection Technology and Hybrid Drop Protection - Never Lose Your JUUL Again! - Grey,Majide-Juul-Grey,B07B17ZRJ1,Shipped,1,USD,9.99,NULL,NULL,NULL,WAPPINGERS FALLS,NY,12590-5310,US
936,4/13/2018 20:00,111-1793001-0435417,111-1793001-0435417,20180406,2018-04-08T00:38:39+00:00,Shipped,Amazon,Amazon.com,amazon.com/dp/B07B1G61VF,SecondDay,Majide Ultra Thin JUUL Vapor Case with 3-in-1 Protection Technology and Hybrid Drop Protection - Never Lose Your JUUL Again! - Yellow,Majide-Juul-Yellow,B07B1G61VF,Shipped,1,USD,9.99,NULL,NULL,NULL,LAS VEGAS,NV,89139-7221,US
937,4/13/2018 20:00,111-1793001-0435417,111-1793001-0435417,20180406,2018-04-08T00:38:39+00:00,Shipped,Amazon,Amazon.com,amazon.com/dp/B07B173SNB,SecondDay,Majide Ultra Thin JUUL Vapor Case with 3-in-1 Protection Technology and Hybrid Drop Protection - Never Lose Your JUUL Again! - Blue,Majide-Juul-Blue,B07B173SNB,Shipped,1,USD,9.99,NULL,NULL,NULL,LAS VEGAS,NV,89139-7221,US
938,4/13/2018 20:00,111-6705786-7409050,111-6705786-7409050,20180406,2018-04-08T23:04:04+00:00,Cancelled,Amazon,Amazon.com,amazon.com/dp/B07B1G61VF,Standard,Majide Ultra Thin JUUL Vapor Case with 3-in-1 Protection Technology and Hybrid Drop Protection - Never Lose Your JUUL Again! - Yellow,Majide-Juul-Yellow,B07B1G61VF,Cancelled,0,NULL,NULL,NULL,NULL,NULL,DOVER,NH,03820-5520,US
939,4/13/2018 20:00,111-6882197-6237836,111-6882197-6237836,20180406,2018-04-07T13:10:33+00:00,Shipped,Amazon,Amazon.com,amazon.com/dp/B07B1235MH,SecondDay,Majide Ultra Thin JUUL Vapor Case with 3-in-1 Protection Technology and Hybrid Drop Protection - Never Lose Your JUUL Again! - Pink,Majide-Juul-Pink,B07B1235MH,Shipped,1,USD,9.99,NULL,NULL,NULL,Cedarburg,Wisconsin,53012,US
940,4/13/2018 20:00,113-0154655-8753840,113-0154655-8753840,20180406,2018-04-07T20:43:52+00:00,Shipped,Amazon,Amazon.com,amazon.com/dp/B07B1KND2Z,SecondDay,Majide Ultra Thin JUUL Vapor Case with 3-in-1 Protection Technology and Hybrid Drop Protection - Never Lose Your JUUL Again! - Red,Majide-Juul-Red,B07B1KND2Z,Shipped,1,USD,9.99,NULL,NULL,NULL,NEW YORK,NY,10025-7835,US
941,4/13/2018 20:00,114-3933277-2027449,114-3933277-2027449,20180406,2018-04-06T22:29:06+00:00,Shipped,Amazon,Amazon.com,amazon.com/dp/B07B1G61VF,SecondDay,Majide Ultra Thin JUUL Vapor Case with 3-in-1 Protection Technology and Hybrid Drop Protection - Never Lose Your JUUL Again! - Yellow,Majide-Juul-Yellow,B07B1G61VF,Shipped,1,USD,9.99,NULL,NULL,NULL,BAYONNE,NEW JERSEY,07002-1715,US
942,4/13/2018 20:00,114-7617514-3317829,114-7617514-3317829,20180406,2018-04-07T06:24:50+00:00,Shipped,Amazon,Amazon.com,amazon.com/dp/B07B173SNB,SecondDay,Majide Ultra Thin JUUL Vapor Case with 3-in-1 Protection Technology and Hybrid Drop Protection - Never Lose Your JUUL Again! - Blue,Majide-Juul-Blue,B07B173SNB,Shipped,1,USD,9.99,NULL,NULL,NULL,LOWELL,MA,01854-3209,US
943,4/13/2018 20:00,113-6139344-5354665,113-6139344-5354665,20180406,2018-04-07T06:30:58+00:00,Shipped,Amazon,Amazon.com,amazon.com/dp/B07B1KND2Z,SecondDay,Majide Ultra Thin JUUL Vapor Case with 3-in-1 Protection Technology and Hybrid Drop Protection - Never Lose Your JUUL Again! - Red,Majide-Juul-Red,B07B1KND2Z,Shipped,1,USD,9.99,NULL,NULL,NULL,WATERBURY,CT,06708-1757,US
944,4/13/2018 20:00,111-6729455-6462646,111-6729455-6462646,20180406,2018-04-08T07:06:03+00:00,Shipped,Amazon,Amazon.com,amazon.com/dp/B07B1235MH,SecondDay,Majide Ultra Thin JUUL Vapor Case with 3-in-1 Protection Technology and Hybrid Drop Protection - Never Lose Your JUUL Again! - Pink,Majide-Juul-Pink,B07B1235MH,Shipped,1,USD,9.99,NULL,NULL,NULL,QUEEN CREEK,AZ,85142-4001,US
945,4/13/2018 20:00,113-6960711-4744236,113-6960711-4744236,20180406,2018-04-08T19:55:04+00:00,Shipped,Amazon,Amazon.com,amazon.com/dp/B07B1235MH,SecondDay,Majide Ultra Thin JUUL Vapor Case with 3-in-1 Protection Technology and Hybrid Drop Protection - Never Lose Your JUUL Again! - Pink,Majide-Juul-Pink,B07B1235MH,Shipped,1,USD,9.99,NULL,NULL,NULL,CHINO HILLS,CA,91709-4531,US
946,4/13/2018 20:00,112-3778464-3040233,112-3778464-3040233,20180406,2018-04-07T07:03:28+00:00,Shipped,Amazon,Amazon.com,amazon.com/dp/B07B17JJZR,SecondDay,Majide Ultra Thin JUUL Vapor Case with 3-in-1 Protection Technology and Hybrid Drop Protection - Never Lose Your JUUL Again! - Black,Majide-Juul-Black,B07B17JJZR,Shipped,1,USD,9.99,NULL,NULL,NULL,Browns Summit,NC,27214,US
947,4/13/2018 20:00,113-1018222-6513010,113-1018222-6513010,20180406,2018-04-12T19:13:18+00:00,Shipped,Amazon,Amazon.com,amazon.com/dp/B07B1KWQH2,Standard,Majide Ultra Thin JUUL Vapor Case with 3-in-1 Protection Technology and Hybrid Drop Protection - Never Lose Your JUUL Again! - Tiffany Blue,Majide-Juul-Tiffany-Blue,B07B1KWQH2,Shipped,2,USD,19.98,NULL,NULL,NULL,WORCESTER,MA,01606-2900,US
948,4/13/2018 20:00,113-1018222-6513010,113-1018222-6513010,20180406,2018-04-12T19:13:18+00:00,Shipped,Amazon,Amazon.com,amazon.com/dp/B07B173SNB,Standard,Majide Ultra Thin JUUL Vapor Case with 3-in-1 Protection Technology and Hybrid Drop Protection - Never Lose Your JUUL Again! - Blue,Majide-Juul-Blue,B07B173SNB,Shipped,1,USD,9.99,NULL,NULL,NULL,WORCESTER,MA,01606-2900,US
949,4/13/2018 20:00,112-8756818-5026639,112-8756818-5026639,20180406,2018-04-07T02:35:30+00:00,Shipped,Amazon,Amazon.com,amazon.com/dp/B07B1KWQH2,SecondDay,Majide Ultra Thin JUUL Vapor Case with 3-in-1 Protection Technology and Hybrid Drop Protection - Never Lose Your JUUL Again! - Tiffany Blue,Majide-Juul-Tiffany-Blue,B07B1KWQH2,Shipped,1,USD,9.99,NULL,NULL,NULL,Burbank,IL,60459,US
950,4/13/2018 20:00,112-5816952-6369809,112-5816952-6369809,20180406,2018-04-06T22:32:40+00:00,Shipped,Amazon,Amazon.com,amazon.com/dp/B07B1235MH,SecondDay,Majide Ultra Thin JUUL Vapor Case with 3-in-1 Protection Technology and Hybrid Drop Protection - Never Lose Your JUUL Again! - Pink,Majide-Juul-Pink,B07B1235MH,Shipped,1,USD,9.99,NULL,NULL,NULL,MOORESVILLE,NC,28117-9134,US
951,4/13/2018 20:00,113-7884623-0305012,113-7884623-0305012,20180406,2018-04-07T01:46:13+00:00,Shipped,Amazon,Amazon.com,amazon.com/dp/B07B1KWQH2,SecondDay,Majide Ultra Thin JUUL Vapor Case with 3-in-1 Protection Technology and Hybrid Drop Protection - Never Lose Your JUUL Again! - Tiffany Blue,Majide-Juul-Tiffany-Blue,B07B1KWQH2,Shipped,1,USD,9.99,NULL,NULL,NULL,haverford,Pennsylvania,19041,US
952,4/13/2018 20:00,112-9070688-2766607,112-9070688-2766607,20180406,2018-04-06T07:05:36+00:00,Cancelled,Amazon,Amazon.com,amazon.com/dp/B07B1KND2Z,Standard,Majide Ultra Thin JUUL Vapor Case with 3-in-1 Protection Technology and Hybrid Drop Protection - Never Lose Your JUUL Again! - Red,Majide-Juul-Red,B07B1KND2Z,Unshipped,1,USD,9.99,NULL,NULL,NULL,TULSA,OK,74133-1101,US
953,4/13/2018 20:00,112-9070688-2766607,112-9070688-2766607,20180406,2018-04-06T07:05:36+00:00,Cancelled,Amazon,Amazon.com,amazon.com/dp/B07B1KWQH2,Standard,Majide Ultra Thin JUUL Vapor Case with 3-in-1 Protection Technology and Hybrid Drop Protection - Never Lose Your JUUL Again! - Tiffany Blue,Majide-Juul-Tiffany-Blue,B07B1KWQH2,Unshipped,1,USD,9.99,NULL,NULL,NULL,TULSA,OK,74133-1101,US
954,4/13/2018 20:00,111-7455932-0141051,111-7455932-0141051,20180406,2018-04-06T15:34:21+00:00,Shipped,Amazon,Amazon.com,amazon.com/dp/B07B1KWQH2,SecondDay,Majide Ultra Thin JUUL Vapor Case with 3-in-1 Protection Technology and Hybrid Drop Protection - Never Lose Your JUUL Again! - Tiffany Blue,Majide-Juul-Tiffany-Blue,B07B1KWQH2,Shipped,1,USD,9.99,NULL,NULL,NULL,ECLECTIC,AL,36024-4859,US
955,4/13/2018 20:00,112-6896243-5708201,112-6896243-5708201,20180406,2018-04-06T18:44:24+00:00,Shipped,Amazon,Amazon.com,amazon.com/dp/B07B1KWQH2,SecondDay,Majide Ultra Thin JUUL Vapor Case with 3-in-1 Protection Technology and Hybrid Drop Protection - Never Lose Your JUUL Again! - Tiffany Blue,Majide-Juul-Tiffany-Blue,B07B1KWQH2,Shipped,1,USD,9.99,NULL,NULL,NULL,BOCA RATON,FL,33428-4265,US
956,4/13/2018 20:00,114-7338321-8680265,114-7338321-8680265,20180406,2018-04-06T22:29:50+00:00,Shipped,Amazon,Amazon.com,amazon.com/dp/B07B1KND2Z,SecondDay,Majide Ultra Thin JUUL Vapor Case with 3-in-1 Protection Technology and Hybrid Drop Protection - Never Lose Your JUUL Again! - Red,Majide-Juul-Red,B07B1KND2Z,Shipped,1,USD,9.99,NULL,NULL,NULL,LOVELAND,CO,80538-2124,US
957,4/13/2018 20:00,111-1089777-1817004,111-1089777-1817004,20180406,2018-04-07T12:31:17+00:00,Shipped,Amazon,Amazon.com,amazon.com/dp/B07B1KWQH2,SecondDay,Majide Ultra Thin JUUL Vapor Case with 3-in-1 Protection Technology and Hybrid Drop Protection - Never Lose Your JUUL Again! - Tiffany Blue,Majide-Juul-Tiffany-Blue,B07B1KWQH2,Shipped,1,USD,9.99,NULL,NULL,NULL,THOUSAND OAKS,CA,91360-1749,US
958,4/13/2018 20:00,111-4263898-8041035,111-4263898-8041035,20180406,2018-04-06T09:34:28+00:00,Shipped,Amazon,Amazon.com,amazon.com/dp/B07B1235MH,SecondDay,Majide Ultra Thin JUUL Vapor Case with 3-in-1 Protection Technology and Hybrid Drop Protection - Never Lose Your JUUL Again! - Pink,Majide-Juul-Pink,B07B1235MH,Shipped,1,USD,9.99,NULL,NULL,NULL,HARRISONBURG,VA,22801-8700,US
959,4/13/2018 20:00,113-2885737-6040215,113-2885737-6040215,20180406,2018-04-06T07:36:15+00:00,Shipped,Amazon,Amazon.com,amazon.com/dp/B07B17JJZR,SecondDay,Majide Ultra Thin JUUL Vapor Case with 3-in-1 Protection Technology and Hybrid Drop Protection - Never Lose Your JUUL Again! - Black,Majide-Juul-Black,B07B17JJZR,Shipped,1,USD,9.99,NULL,NULL,NULL,NEW YORK,NY,10002-7789,US
